model,target_end_date,scale,rel_wis
Imperial-DeCa,2021-07-03,log,3.632705955783868
Imperial-RtI0,2021-07-03,log,2.904403579200573
Imperial-sbkp,2021-07-03,log,2.8245121876673216
Karlen-pypm,2021-07-03,log,1.3126667920456392
LANL-GrowthRate,2021-07-03,log,1.9154294592941623
MIMUW-StochSEIR,2021-07-03,log,0.46937197632068045
MIT_CovidAnalytics-DELPHI,2021-07-03,log,2.790946379031071
MOCOS-agent1,2021-07-03,log,1.1582855875967717
MUNI-ARIMA,2021-07-03,log,2.554873994599602
MUNI_DMS-SEIAR,2021-07-03,log,4.282716176392579
RobertWalraven-ESG,2021-07-03,log,2.163060328292183
UB-BSLCoV,2021-07-03,log,1.1144968338972332
UMass-MechBayes,2021-07-03,log,1.0545556380521506
UMass-SemiMech,2021-07-03,log,1.1132959988751032
UNED-PreCoV2,2021-07-03,log,5.364913574019418
USC-SIkJalpha,2021-07-03,log,1.2017871496938235
UpgUmibUsi-MultiBayes,2021-07-03,log,2.701196921337535
epiMOX-SUIHTER,2021-07-03,log,2.430234221662937
epiforecasts-EpiExpert,2021-07-03,log,1.5482740440645453
epiforecasts-EpiExpert_Rt,2021-07-03,log,3.0284329781148793
epiforecasts-EpiExpert_direct,2021-07-03,log,2.1349492314704213
epiforecasts-EpiNow2,2021-07-03,log,1.8089506224030376
itwm-dSEIR,2021-07-03,log,6.091423022516759
EuroCOVIDhub-baseline,2021-07-03,natural,4.496438581895757
EuroCOVIDhub-ensemble,2021-07-03,natural,1
FIAS_FZJ-Epi1Ger,2021-07-03,natural,1.3211125608528353
HZI-AgeExtendedSEIR,2021-07-03,natural,1.6573591346310286
ICM-agentModel,2021-07-03,natural,4.284915996105272
IEM_Health-CovidProject,2021-07-03,natural,2.237850330224218
ILM-EKF,2021-07-03,natural,1.559407559514776
ITWW-county_repro,2021-07-03,natural,1.253021279754533
Imperial-DeCa,2021-07-03,natural,4.1207781398011125
Imperial-RtI0,2021-07-03,natural,3.435823593055873
Imperial-sbkp,2021-07-03,natural,3.0913409539906316
Karlen-pypm,2021-07-03,natural,1.2101062991423246
LANL-GrowthRate,2021-07-03,natural,1.8732686153581009
MIMUW-StochSEIR,2021-07-03,natural,0.529383465617461
MIT_CovidAnalytics-DELPHI,2021-07-03,natural,3.7709019142567803
MOCOS-agent1,2021-07-03,natural,1.1099649141153427
MUNI-ARIMA,2021-07-03,natural,2.3436655192365614
MUNI_DMS-SEIAR,2021-07-03,natural,2.1946928714188974
RobertWalraven-ESG,2021-07-03,natural,1.9669836725470289
UB-BSLCoV,2021-07-03,natural,1.3877637169355368
UMass-MechBayes,2021-07-03,natural,1.1834080963700275
UMass-SemiMech,2021-07-03,natural,1.2054499359257205
UNED-PreCoV2,2021-07-03,natural,3.3605436621600635
USC-SIkJalpha,2021-07-03,natural,1.2530091279223738
UpgUmibUsi-MultiBayes,2021-07-03,natural,2.626389722261018
epiMOX-SUIHTER,2021-07-03,natural,2.425509089428263
epiforecasts-EpiExpert,2021-07-03,natural,1.430107202438989
epiforecasts-EpiExpert_Rt,2021-07-03,natural,2.6942909729745974
epiforecasts-EpiExpert_direct,2021-07-03,natural,2.4496967025661305
epiforecasts-EpiNow2,2021-07-03,natural,2.0818320056130335
itwm-dSEIR,2021-07-03,natural,3.564077059789895
EuroCOVIDhub-baseline,2021-07-10,log,3.625406701490364
EuroCOVIDhub-ensemble,2021-07-10,log,1
FIAS_FZJ-Epi1Ger,2021-07-10,log,1.7702728081547106
HZI-AgeExtendedSEIR,2021-07-10,log,1.9485820025554017
ICM-agentModel,2021-07-10,log,2.920497521948617
IEM_Health-CovidProject,2021-07-10,log,1.808133676160526
ILM-EKF,2021-07-10,log,1.358051892425209
ITWW-county_repro,2021-07-10,log,0.5512810194137109
Imperial-DeCa,2021-07-10,log,1.3433457028785034
Imperial-RtI0,2021-07-10,log,2.259020463354731
Imperial-sbkp,2021-07-10,log,2.1285877761927234
Karlen-pypm,2021-07-10,log,1.2177928275559755
LANL-GrowthRate,2021-07-10,log,1.6184584467077816
MIMUW-StochSEIR,2021-07-10,log,0.9462979807151712
MIT_CovidAnalytics-DELPHI,2021-07-10,log,2.4840764844032197
MOCOS-agent1,2021-07-10,log,1.1000140572758534
MUNI-ARIMA,2021-07-10,log,2.3232496905175495
MUNI_DMS-SEIAR,2021-07-10,log,4.407987463148318
RobertWalraven-ESG,2021-07-10,log,2.653823728198685
UB-BSLCoV,2021-07-10,log,0.898792160117137
UMass-MechBayes,2021-07-10,log,0.8717451717573014
UMass-SemiMech,2021-07-10,log,1.0011752216222813
UNED-PreCoV2,2021-07-10,log,6.194422904245242
USC-SIkJalpha,2021-07-10,log,1.1384874966423413
UpgUmibUsi-MultiBayes,2021-07-10,log,2.3246789390112395
epiMOX-SUIHTER,2021-07-10,log,0.7310703368417617
epiforecasts-EpiExpert,2021-07-10,log,1.748587095434116
epiforecasts-EpiExpert_Rt,2021-07-10,log,2.5190828916632544
epiforecasts-EpiExpert_direct,2021-07-10,log,2.3849370152108817
epiforecasts-EpiNow2,2021-07-10,log,1.6633911992983403
itwm-dSEIR,2021-07-10,log,11.842383805698399
EuroCOVIDhub-baseline,2021-07-10,natural,4.965752962393791
EuroCOVIDhub-ensemble,2021-07-10,natural,1
FIAS_FZJ-Epi1Ger,2021-07-10,natural,1.5441602539016177
HZI-AgeExtendedSEIR,2021-07-10,natural,2.237437317024893
ICM-agentModel,2021-07-10,natural,2.0918005886136957
IEM_Health-CovidProject,2021-07-10,natural,2.700399251378239
ILM-EKF,2021-07-10,natural,1.2063118791700982
ITWW-county_repro,2021-07-10,natural,0.5549757499275777
Imperial-DeCa,2021-07-10,natural,1.0750768871449776
Imperial-RtI0,2021-07-10,natural,1.8567248344907386
Imperial-sbkp,2021-07-10,natural,1.6540226457351697
Karlen-pypm,2021-07-10,natural,0.9890459402140792
LANL-GrowthRate,2021-07-10,natural,1.2851541897172138
MIMUW-StochSEIR,2021-07-10,natural,0.8732337532419953
MIT_CovidAnalytics-DELPHI,2021-07-10,natural,2.8234957136901384
MOCOS-agent1,2021-07-10,natural,0.8783238481108302
MUNI-ARIMA,2021-07-10,natural,2.3284977686583126
MUNI_DMS-SEIAR,2021-07-10,natural,2.6466786459830716
RobertWalraven-ESG,2021-07-10,natural,2.034673173909774
UB-BSLCoV,2021-07-10,natural,1.0439147312964099
UMass-MechBayes,2021-07-10,natural,1.042966876165017
UMass-SemiMech,2021-07-10,natural,1.0333195935297514
UNED-PreCoV2,2021-07-10,natural,4.15779044491611
USC-SIkJalpha,2021-07-10,natural,1.167094254971634
UpgUmibUsi-MultiBayes,2021-07-10,natural,2.013578706805495
epiMOX-SUIHTER,2021-07-10,natural,0.6727253071239551
epiforecasts-EpiExpert,2021-07-10,natural,2.0076854156241373
epiforecasts-EpiExpert_Rt,2021-07-10,natural,1.8552177205868547
epiforecasts-EpiExpert_direct,2021-07-10,natural,2.995205977656125
epiforecasts-EpiNow2,2021-07-10,natural,1.489515184557794
itwm-dSEIR,2021-07-10,natural,4.249339384187755
EuroCOVIDhub-baseline,2021-07-17,log,3.2801228006291634
EuroCOVIDhub-ensemble,2021-07-17,log,1
FIAS_FZJ-Epi1Ger,2021-07-17,log,2.5772207177449857
HZI-AgeExtendedSEIR,2021-07-17,log,1.1524221027142325
ICM-agentModel,2021-07-17,log,4.596599372899279
IEM_Health-CovidProject,2021-07-17,log,1.448234296808739
ILM-EKF,2021-07-17,log,1.367425741343877
ITWW-county_repro,2021-07-17,log,0.9570271654420494
Imperial-DeCa,2021-07-17,log,1.6754098382420313
Imperial-RtI0,2021-07-17,log,1.5783856725020833
Imperial-sbkp,2021-07-17,log,1.25912802776325
Karlen-pypm,2021-07-17,log,1.4781482786322637
LANL-GrowthRate,2021-07-17,log,1.4766461360672078
MIMUW-StochSEIR,2021-07-17,log,1.3739188086067786
MIT_CovidAnalytics-DELPHI,2021-07-17,log,1.6433001603177473
MOCOS-agent1,2021-07-17,log,1.4121321347378974
MUNI-ARIMA,2021-07-17,log,2.2387725637799054
MUNI_DMS-SEIAR,2021-07-17,log,1.2037677025002183
RobertWalraven-ESG,2021-07-17,log,2.325050545172209
UB-BSLCoV,2021-07-17,log,0.8309844001925504
UMass-MechBayes,2021-07-17,log,1.3266739480050036
UMass-SemiMech,2021-07-17,log,0.9474277242873411
UNED-PreCoV2,2021-07-17,log,4.349474909796078
USC-SIkJalpha,2021-07-17,log,1.1267478838630445
UpgUmibUsi-MultiBayes,2021-07-17,log,0.6008543709211256
epiMOX-SUIHTER,2021-07-17,log,0.915052781377898
epiforecasts-EpiExpert,2021-07-17,log,0.9338367736651928
epiforecasts-EpiExpert_Rt,2021-07-17,log,1.87748860827813
epiforecasts-EpiExpert_direct,2021-07-17,log,1.3034047466215122
epiforecasts-EpiNow2,2021-07-17,log,1.5899371459503464
itwm-dSEIR,2021-07-17,log,5.046450348466975
EuroCOVIDhub-baseline,2021-07-17,natural,3.929661919445859
EuroCOVIDhub-ensemble,2021-07-17,natural,1
FIAS_FZJ-Epi1Ger,2021-07-17,natural,2.2109711670374064
HZI-AgeExtendedSEIR,2021-07-17,natural,1.204580052671861
ICM-agentModel,2021-07-17,natural,2.9176325699486734
IEM_Health-CovidProject,2021-07-17,natural,1.9249210472799272
ILM-EKF,2021-07-17,natural,1.1943395850764542
ITWW-county_repro,2021-07-17,natural,0.8483831099068133
Imperial-DeCa,2021-07-17,natural,1.511332779622061
Imperial-RtI0,2021-07-17,natural,1.051613253108059
Imperial-sbkp,2021-07-17,natural,0.7350485398515332
Karlen-pypm,2021-07-17,natural,1.4016107376679152
LANL-GrowthRate,2021-07-17,natural,1.1175616129036934
MIMUW-StochSEIR,2021-07-17,natural,1.2940676312490074
MIT_CovidAnalytics-DELPHI,2021-07-17,natural,1.5252876500594486
MOCOS-agent1,2021-07-17,natural,1.0508314492608248
MUNI-ARIMA,2021-07-17,natural,1.9385877194683154
MUNI_DMS-SEIAR,2021-07-17,natural,0.5382065548849472
RobertWalraven-ESG,2021-07-17,natural,1.7620473760690074
UB-BSLCoV,2021-07-17,natural,0.5935991898687447
UMass-MechBayes,2021-07-17,natural,1.467906188810787
UMass-SemiMech,2021-07-17,natural,0.9041102806102799
UNED-PreCoV2,2021-07-17,natural,2.888091682912265
USC-SIkJalpha,2021-07-17,natural,1.178419530511439
UpgUmibUsi-MultiBayes,2021-07-17,natural,0.47343528611849656
epiMOX-SUIHTER,2021-07-17,natural,0.792591903602671
epiforecasts-EpiExpert,2021-07-17,natural,0.9618946337009738
epiforecasts-EpiExpert_Rt,2021-07-17,natural,1.1539643383303253
epiforecasts-EpiExpert_direct,2021-07-17,natural,1.4872348449307986
epiforecasts-EpiNow2,2021-07-17,natural,1.2074047484891814
itwm-dSEIR,2021-07-17,natural,1.9975145114174642
EuroCOVIDhub-baseline,2021-07-24,log,2.5163780118424386
EuroCOVIDhub-ensemble,2021-07-24,log,1
FIAS_FZJ-Epi1Ger,2021-07-24,log,1.8635166006536135
HZI-AgeExtendedSEIR,2021-07-24,log,0.8225061962582789
ICM-agentModel,2021-07-24,log,1.8514185236895804
IEM_Health-CovidProject,2021-07-24,log,1.1677053805503192
ILM-EKF,2021-07-24,log,1.2090757480373913
ITWW-county_repro,2021-07-24,log,1.4670338642440957
Imperial-DeCa,2021-07-24,log,1.4451274977244255
Imperial-RtI0,2021-07-24,log,1.6266821124229094
Imperial-sbkp,2021-07-24,log,1.1954636863090575
Karlen-pypm,2021-07-24,log,1.5434291665910311
LANL-GrowthRate,2021-07-24,log,1.1081299479076994
MIMUW-StochSEIR,2021-07-24,log,1.675403953087719
MIT_CovidAnalytics-DELPHI,2021-07-24,log,1.4156375061861426
MOCOS-agent1,2021-07-24,log,0.8547430652615075
MUNI-ARIMA,2021-07-24,log,1.6619658175574894
MUNI_DMS-SEIAR,2021-07-24,log,1.8259468570297206
RobertWalraven-ESG,2021-07-24,log,1.9311743808643664
UB-BSLCoV,2021-07-24,log,1.140789986056725
UMass-MechBayes,2021-07-24,log,1.2098752451132455
UMass-SemiMech,2021-07-24,log,0.8277853895424929
UNED-PreCoV2,2021-07-24,log,3.1184537753774624
USC-SIkJalpha,2021-07-24,log,1.2343376543741924
UpgUmibUsi-MultiBayes,2021-07-24,log,2.086626918482254
epiMOX-SUIHTER,2021-07-24,log,0.1619864612540435
epiforecasts-EpiExpert,2021-07-24,log,0.7942104672483473
epiforecasts-EpiExpert_Rt,2021-07-24,log,0.9587189210187533
epiforecasts-EpiExpert_direct,2021-07-24,log,1.0139183327278596
epiforecasts-EpiNow2,2021-07-24,log,1.3907674831594998
itwm-dSEIR,2021-07-24,log,2.4478951109444
EuroCOVIDhub-baseline,2021-07-24,natural,2.3981718978382776
EuroCOVIDhub-ensemble,2021-07-24,natural,1
FIAS_FZJ-Epi1Ger,2021-07-24,natural,2.1003805800584407
HZI-AgeExtendedSEIR,2021-07-24,natural,0.8178041279129149
ICM-agentModel,2021-07-24,natural,1.0751740704411434
IEM_Health-CovidProject,2021-07-24,natural,1.2435815961444718
ILM-EKF,2021-07-24,natural,1.1278387965403056
ITWW-county_repro,2021-07-24,natural,1.3022718208024247
Imperial-DeCa,2021-07-24,natural,1.4242666084630693
Imperial-RtI0,2021-07-24,natural,1.3877993056073585
Imperial-sbkp,2021-07-24,natural,1.0654610896346344
Karlen-pypm,2021-07-24,natural,1.6729611678916363
LANL-GrowthRate,2021-07-24,natural,1.0088392451372996
MIMUW-StochSEIR,2021-07-24,natural,1.9969973986953053
MIT_CovidAnalytics-DELPHI,2021-07-24,natural,1.1295713359097934
MOCOS-agent1,2021-07-24,natural,0.7515670336951376
MUNI-ARIMA,2021-07-24,natural,1.155944502194697
MUNI_DMS-SEIAR,2021-07-24,natural,1.327633170478
RobertWalraven-ESG,2021-07-24,natural,1.4898098451524813
UB-BSLCoV,2021-07-24,natural,0.6832680104688567
UMass-MechBayes,2021-07-24,natural,1.428069915466568
UMass-SemiMech,2021-07-24,natural,0.910870310674867
UNED-PreCoV2,2021-07-24,natural,1.9755924703920509
USC-SIkJalpha,2021-07-24,natural,1.2997064664187925
UpgUmibUsi-MultiBayes,2021-07-24,natural,2.0874377428358577
epiMOX-SUIHTER,2021-07-24,natural,0.1239571111933341
epiforecasts-EpiExpert,2021-07-24,natural,0.6651207180452952
epiforecasts-EpiExpert_Rt,2021-07-24,natural,0.7024940206673714
epiforecasts-EpiExpert_direct,2021-07-24,natural,0.9864290985733699
epiforecasts-EpiNow2,2021-07-24,natural,1.3813265281498364
itwm-dSEIR,2021-07-24,natural,1.191773539225471
EuroCOVIDhub-baseline,2021-07-31,log,3.342642630905146
EuroCOVIDhub-ensemble,2021-07-31,log,1
FIAS_FZJ-Epi1Ger,2021-07-31,log,2.563873143295695
HZI-AgeExtendedSEIR,2021-07-31,log,1.6646513654246893
ICM-agentModel,2021-07-31,log,2.5452605085153563
IEM_Health-CovidProject,2021-07-31,log,1.7112257807493192
ILM-EKF,2021-07-31,log,1.3578766544420053
ITWW-county_repro,2021-07-31,log,2.0130378252921184
Imperial-DeCa,2021-07-31,log,2.344274860874757
Imperial-RtI0,2021-07-31,log,2.1265076179177647
Imperial-sbkp,2021-07-31,log,1.8031167732561335
Karlen-pypm,2021-07-31,log,1.6219896837362495
LANL-GrowthRate,2021-07-31,log,1.1657811119682897
MIMUW-StochSEIR,2021-07-31,log,1.4856595759355498
MIT_CovidAnalytics-DELPHI,2021-07-31,log,2.1992448474053217
MOCOS-agent1,2021-07-31,log,1.0780201612438358
MUNI-ARIMA,2021-07-31,log,2.691746220129318
MUNI_DMS-SEIAR,2021-07-31,log,2.0402970493559236
RobertWalraven-ESG,2021-07-31,log,2.6044977934581017
UB-BSLCoV,2021-07-31,log,2.6521559931263265
UMass-MechBayes,2021-07-31,log,1.3826122105662615
UMass-SemiMech,2021-07-31,log,1.0865666331281703
UNED-PreCoV2,2021-07-31,log,3.4841468025754483
USC-SIkJalpha,2021-07-31,log,1.4908221201956442
UpgUmibUsi-MultiBayes,2021-07-31,log,0.6395874281403727
epiMOX-SUIHTER,2021-07-31,log,1.3492411038908991
epiforecasts-EpiExpert,2021-07-31,log,1.2528403450345065
epiforecasts-EpiExpert_Rt,2021-07-31,log,1.887356445295489
epiforecasts-EpiExpert_direct,2021-07-31,log,1.4233925563776073
epiforecasts-EpiNow2,2021-07-31,log,1.7416257284419214
itwm-dSEIR,2021-07-31,log,1.8170320385105219
EuroCOVIDhub-baseline,2021-07-31,natural,2.8200184750157082
EuroCOVIDhub-ensemble,2021-07-31,natural,1
FIAS_FZJ-Epi1Ger,2021-07-31,natural,3.912191766941082
HZI-AgeExtendedSEIR,2021-07-31,natural,1.3445337333716503
ICM-agentModel,2021-07-31,natural,1.3094018187682306
IEM_Health-CovidProject,2021-07-31,natural,1.6114009204598423
ILM-EKF,2021-07-31,natural,1.463385829291243
ITWW-county_repro,2021-07-31,natural,1.555887588469746
Imperial-DeCa,2021-07-31,natural,2.687578051001174
Imperial-RtI0,2021-07-31,natural,2.160377425482087
Imperial-sbkp,2021-07-31,natural,1.7159883907258922
Karlen-pypm,2021-07-31,natural,1.9314781324768968
LANL-GrowthRate,2021-07-31,natural,1.0076939846545132
MIMUW-StochSEIR,2021-07-31,natural,1.3910953355907052
MIT_CovidAnalytics-DELPHI,2021-07-31,natural,1.6283214593965016
MOCOS-agent1,2021-07-31,natural,0.9603144074486966
MUNI-ARIMA,2021-07-31,natural,1.7645181188853436
MUNI_DMS-SEIAR,2021-07-31,natural,1.3823598151566658
RobertWalraven-ESG,2021-07-31,natural,2.054245394626365
UB-BSLCoV,2021-07-31,natural,1.7748365683561345
UMass-MechBayes,2021-07-31,natural,1.7796669648930743
UMass-SemiMech,2021-07-31,natural,1.4084877693990285
UNED-PreCoV2,2021-07-31,natural,1.5658901663952183
USC-SIkJalpha,2021-07-31,natural,1.5127144792557874
UpgUmibUsi-MultiBayes,2021-07-31,natural,0.5861399674350329
epiMOX-SUIHTER,2021-07-31,natural,1.2148487525821052
epiforecasts-EpiExpert,2021-07-31,natural,0.8788414582990625
epiforecasts-EpiExpert_Rt,2021-07-31,natural,1.9085349850730542
epiforecasts-EpiExpert_direct,2021-07-31,natural,1.28420772780791
epiforecasts-EpiNow2,2021-07-31,natural,2.288514413991371
itwm-dSEIR,2021-07-31,natural,1.0123092242783296
EuroCOVIDhub-baseline,2021-08-07,log,2.4599428021303096
EuroCOVIDhub-ensemble,2021-08-07,log,1
FIAS_FZJ-Epi1Ger,2021-08-07,log,3.3950123606695892
HZI-AgeExtendedSEIR,2021-08-07,log,1.2577269207154147
ICM-agentModel,2021-08-07,log,7.4911455807700715
IEM_Health-CovidProject,2021-08-07,log,1.2117794426528343
ILM-EKF,2021-08-07,log,1.258099678440364
ITWW-county_repro,2021-08-07,log,1.791318565494045
Imperial-DeCa,2021-08-07,log,1.5300654935341103
Imperial-RtI0,2021-08-07,log,1.4985962284443992
Imperial-sbkp,2021-08-07,log,1.3743343658722746
Karlen-pypm,2021-08-07,log,1.5039624011603407
LANL-GrowthRate,2021-08-07,log,1.2721437572569172
MIMUW-StochSEIR,2021-08-07,log,0.21168128204143657
MIT_CovidAnalytics-DELPHI,2021-08-07,log,1.5254418069561742
MOCOS-agent1,2021-08-07,log,1.2242550044235618
MUNI-ARIMA,2021-08-07,log,2.3040117911466518
RobertWalraven-ESG,2021-08-07,log,1.925431049714404
UB-BSLCoV,2021-08-07,log,2.0448921108950744
UMass-MechBayes,2021-08-07,log,1.1388601609202489
UNED-PreCoV2,2021-08-07,log,2.0392762531696285
USC-SIkJalpha,2021-08-07,log,1.2098038360482548
epiMOX-SUIHTER,2021-08-07,log,1.2416076815041421
epiforecasts-EpiExpert,2021-08-07,log,1.2901770775941102
epiforecasts-EpiExpert_Rt,2021-08-07,log,2.497847795465436
epiforecasts-EpiExpert_direct,2021-08-07,log,1.2490156700260298
epiforecasts-EpiNow2,2021-08-07,log,1.7350005746868475
itwm-dSEIR,2021-08-07,log,1.7047744358512025
EuroCOVIDhub-baseline,2021-08-07,natural,1.6842371040275939
EuroCOVIDhub-ensemble,2021-08-07,natural,1
FIAS_FZJ-Epi1Ger,2021-08-07,natural,4.338014785738478
HZI-AgeExtendedSEIR,2021-08-07,natural,0.8095961807579314
ICM-agentModel,2021-08-07,natural,2.4452916698943157
IEM_Health-CovidProject,2021-08-07,natural,0.9320389076813113
ILM-EKF,2021-08-07,natural,1.5089286335461973
ITWW-county_repro,2021-08-07,natural,1.7833631841009132
Imperial-DeCa,2021-08-07,natural,1.3336251820232552
Imperial-RtI0,2021-08-07,natural,0.9029705487944909
Imperial-sbkp,2021-08-07,natural,0.8630663217200857
Karlen-pypm,2021-08-07,natural,1.757124455180236
LANL-GrowthRate,2021-08-07,natural,1.0087164817535375
MIMUW-StochSEIR,2021-08-07,natural,0.16810700325779412
MIT_CovidAnalytics-DELPHI,2021-08-07,natural,0.7801909853089941
MOCOS-agent1,2021-08-07,natural,0.7912242343724712
MUNI-ARIMA,2021-08-07,natural,1.2851357385710191
RobertWalraven-ESG,2021-08-07,natural,1.2719103747819576
UB-BSLCoV,2021-08-07,natural,1.3292643763226066
UMass-MechBayes,2021-08-07,natural,1.370959531231859
UNED-PreCoV2,2021-08-07,natural,1.0194960991098383
USC-SIkJalpha,2021-08-07,natural,1.2497629676576112
epiMOX-SUIHTER,2021-08-07,natural,0.9595414521446242
epiforecasts-EpiExpert,2021-08-07,natural,1.2519364122910681
epiforecasts-EpiExpert_Rt,2021-08-07,natural,3.2213267250450355
epiforecasts-EpiExpert_direct,2021-08-07,natural,0.8797212929757706
epiforecasts-EpiNow2,2021-08-07,natural,2.5536568190756372
itwm-dSEIR,2021-08-07,natural,1.6029697661144753
EuroCOVIDhub-baseline,2021-08-14,log,2.2361198705929497
EuroCOVIDhub-ensemble,2021-08-14,log,1
FIAS_FZJ-Epi1Ger,2021-08-14,log,2.870941537352338
HZI-AgeExtendedSEIR,2021-08-14,log,0.7487584074732635
ICM-agentModel,2021-08-14,log,3.364846476461256
IEM_Health-CovidProject,2021-08-14,log,1.132199402884658
ILM-EKF,2021-08-14,log,1.2538698680465306
ITWW-county_repro,2021-08-14,log,1.9305305509377795
Imperial-DeCa,2021-08-14,log,1.48897540491138
Imperial-RtI0,2021-08-14,log,1.4538230263662357
Imperial-sbkp,2021-08-14,log,0.9682697393000466
Karlen-pypm,2021-08-14,log,1.5794578291652
LANL-GrowthRate,2021-08-14,log,1.3408250998100772
MIT_CovidAnalytics-DELPHI,2021-08-14,log,0.9520306289909573
MOCOS-agent1,2021-08-14,log,0.5525103961975186
MUNI-ARIMA,2021-08-14,log,1.7410934588908191
MUNI_DMS-SEIAR,2021-08-14,log,1.61178212480232
RobertWalraven-ESG,2021-08-14,log,1.4284754323259414
UB-BSLCoV,2021-08-14,log,1.7090210038626092
UMass-MechBayes,2021-08-14,log,1.0121057102595084
UNED-PreCoV2,2021-08-14,log,2.3604154198059724
USC-SIkJalpha,2021-08-14,log,1.4823087019157648
UpgUmibUsi-MultiBayes,2021-08-14,log,1.0833383651096709
epiMOX-SUIHTER,2021-08-14,log,1.7330308144543478
epiforecasts-EpiExpert,2021-08-14,log,1.757780816215094
epiforecasts-EpiExpert_Rt,2021-08-14,log,2.8321466861755202
epiforecasts-EpiExpert_direct,2021-08-14,log,1.0348617156986515
epiforecasts-EpiNow2,2021-08-14,log,1.6553090251249891
itwm-dSEIR,2021-08-14,log,1.9229148808338263
EuroCOVIDhub-baseline,2021-08-14,natural,1.5466558719142611
EuroCOVIDhub-ensemble,2021-08-14,natural,1
FIAS_FZJ-Epi1Ger,2021-08-14,natural,4.4298554348902845
HZI-AgeExtendedSEIR,2021-08-14,natural,0.6689910302800376
ICM-agentModel,2021-08-14,natural,2.3970821635433626
IEM_Health-CovidProject,2021-08-14,natural,1.0019910229962232
ILM-EKF,2021-08-14,natural,1.946398218914728
ITWW-county_repro,2021-08-14,natural,2.2449817371959546
Imperial-DeCa,2021-08-14,natural,1.4545079677143171
Imperial-RtI0,2021-08-14,natural,1.2190330297506022
Imperial-sbkp,2021-08-14,natural,0.8365017448362905
Karlen-pypm,2021-08-14,natural,1.8731070038943458
LANL-GrowthRate,2021-08-14,natural,1.0694980152483313
MIT_CovidAnalytics-DELPHI,2021-08-14,natural,0.538838685155697
MOCOS-agent1,2021-08-14,natural,0.4542873005988153
MUNI-ARIMA,2021-08-14,natural,1.2329300581264673
MUNI_DMS-SEIAR,2021-08-14,natural,1.506672967798458
RobertWalraven-ESG,2021-08-14,natural,1.0009264179690602
UB-BSLCoV,2021-08-14,natural,1.7261989397525594
UMass-MechBayes,2021-08-14,natural,1.419606305047908
UNED-PreCoV2,2021-08-14,natural,1.4993172092135427
USC-SIkJalpha,2021-08-14,natural,1.9610659033779476
UpgUmibUsi-MultiBayes,2021-08-14,natural,1.080583289712969
epiMOX-SUIHTER,2021-08-14,natural,1.693227029188928
epiforecasts-EpiExpert,2021-08-14,natural,2.4372579872885196
epiforecasts-EpiExpert_Rt,2021-08-14,natural,4.4711441998877195
epiforecasts-EpiExpert_direct,2021-08-14,natural,1.128085331841314
epiforecasts-EpiNow2,2021-08-14,natural,2.8475819585207978
itwm-dSEIR,2021-08-14,natural,2.0579464870600006
EuroCOVIDhub-baseline,2021-08-21,log,2.2408027456193684
EuroCOVIDhub-ensemble,2021-08-21,log,1
FIAS_FZJ-Epi1Ger,2021-08-21,log,2.5083193692064345
HZI-AgeExtendedSEIR,2021-08-21,log,0.7242289313658442
ICM-agentModel,2021-08-21,log,6.0321024690409155
IEM_Health-CovidProject,2021-08-21,log,1.0768608063989282
ILM-EKF,2021-08-21,log,1.3323164734255628
ITWW-county_repro,2021-08-21,log,1.6821473147771415
Imperial-DeCa,2021-08-21,log,1.0529283625939925
Imperial-RtI0,2021-08-21,log,1.720236208060589
Imperial-sbkp,2021-08-21,log,1.436986468323363
Karlen-pypm,2021-08-21,log,1.5504097513698327
LANL-GrowthRate,2021-08-21,log,1.2178164137841587
MIT_CovidAnalytics-DELPHI,2021-08-21,log,1.3858293397369903
MOCOS-agent1,2021-08-21,log,0.9696476529120523
MUNI-ARIMA,2021-08-21,log,1.496665786965079
MUNI_DMS-SEIAR,2021-08-21,log,1.7223984543772155
RobertWalraven-ESG,2021-08-21,log,1.3940774980844028
UB-BSLCoV,2021-08-21,log,1.3416881448933187
UMass-MechBayes,2021-08-21,log,0.8462895620182217
UNED-PreCoV2,2021-08-21,log,1.8909865860592947
USC-SIkJalpha,2021-08-21,log,1.1133487243866727
UpgUmibUsi-MultiBayes,2021-08-21,log,3.1077856961167383
epiMOX-SUIHTER,2021-08-21,log,2.5823516896895047
epiforecasts-EpiExpert,2021-08-21,log,1.5002954206105978
epiforecasts-EpiExpert_Rt,2021-08-21,log,3.3683527917783636
epiforecasts-EpiExpert_direct,2021-08-21,log,1.0143918125877234
epiforecasts-EpiNow2,2021-08-21,log,1.6610425913603615
itwm-dSEIR,2021-08-21,log,2.646981995876261
EuroCOVIDhub-baseline,2021-08-21,natural,1.3728603135611632
EuroCOVIDhub-ensemble,2021-08-21,natural,1
FIAS_FZJ-Epi1Ger,2021-08-21,natural,3.2535402893144276
HZI-AgeExtendedSEIR,2021-08-21,natural,0.5811623721810191
ICM-agentModel,2021-08-21,natural,8.088845679951417
IEM_Health-CovidProject,2021-08-21,natural,0.7666261329218458
ILM-EKF,2021-08-21,natural,1.8755582805154052
ITWW-county_repro,2021-08-21,natural,1.733326945765023
Imperial-DeCa,2021-08-21,natural,1.1072768042382841
Imperial-RtI0,2021-08-21,natural,1.4667160494750315
Imperial-sbkp,2021-08-21,natural,1.3070131461855061
Karlen-pypm,2021-08-21,natural,1.615739230019504
